breath,clock,start_s,peak_s,end_s,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,exhale_slope_norm,onset_level,peak_level,offset_level,n_holds,hold_dur_s,event_marker,phase,condition
375,2025-08-08 16:12:58.636000,1173.35,1174.35,1176.35,1.0,2.0,3.0,20.0,0.5,0.3333,0.3124,-0.3276,3.9133,0.3124,-0.1638,-0.0077,0.3046,-0.023,0,0.0,sart_2,sart_2,unmarked
376,2025-08-08 16:13:01.627000,1176.35,1177.55,1179.25,1.2,1.7,2.9,20.69,0.7059,0.4138,0.3575,-0.3683,4.4791,0.2979,-0.2166,-0.023,0.3345,-0.0338,0,0.0,sart_2,sart_2,unmarked
377,2025-08-08 16:13:04.635000,1179.25,1180.35,1181.85,1.1,1.5,2.6,23.077,0.7333,0.4231,0.3274,-0.1767,4.1022,0.2977,-0.1178,-0.0338,0.2937,0.117,0,0.0,sart_2,sart_2,unmarked
378,2025-08-08 16:13:07.124000,1181.85,1182.75,1183.3,0.9,0.55,1.45,41.379,1.6364,0.6207,0.2253,-0.1761,2.8222,0.2503,-0.3201,0.117,0.3423,0.1662,0,0.0,sart_2,sart_2,unmarked
379,2025-08-08 16:13:08.654000,1183.3,1183.6,1185.3,0.3,1.7,2.0,30.0,0.1765,0.15,0.2893,-0.4243,3.6247,0.9644,-0.2496,0.1662,0.4555,0.0312,0,0.0,sart_2,sart_2,unmarked
380,2025-08-08 16:13:10.626000,1185.3,1186.9,1189.85,1.6,2.95,4.55,13.187,0.5424,0.3516,0.3826,-0.4156,4.7931,0.2391,-0.1409,0.0312,0.4138,-0.0018,0,0.0,sart_2,sart_2,unmarked
381,2025-08-08 16:13:15.125000,1189.85,1191.15,1193.6,1.3,2.45,3.75,16.0,0.5306,0.3467,0.377,-0.3725,4.7226,0.29,-0.152,-0.0018,0.3752,0.0027,0,0.0,sart_2,sart_2,unmarked
382,2025-08-08 16:13:18.939000,1193.6,1194.55,1196.7,0.95,2.15,3.1,19.355,0.4419,0.3065,0.2364,-0.2673,2.9612,0.2488,-0.1243,0.0027,0.239,-0.0283,0,0.0,sart_2,sart_2,unmarked
383,2025-08-08 16:13:22.027000,1196.7,1197.65,1199.15,0.95,1.5,2.45,24.49,0.6333,0.3878,0.2996,-0.3024,3.7534,0.3154,-0.2016,-0.0283,0.2713,-0.0311,0,0.0,sart_2,sart_2,unmarked
384,2025-08-08 16:13:24.427000,1199.15,1202.15,1204.4,3.0,2.25,5.25,11.429,1.3333,0.5714,0.5199,-0.5243,6.5129,0.1733,-0.233,-0.0311,0.4887,-0.0356,1,0.3,sart_2,sart_2,unmarked
385,2025-08-08 16:13:29.744000,1204.4,1205.2,1207.85,0.8,2.65,3.45,17.391,0.3019,0.2319,0.3104,-0.2568,3.8892,0.388,-0.0969,-0.0356,0.2748,0.018,1,1.35,sart_2,sart_2,unmarked
386,2025-08-08 16:13:33.126000,1207.85,1209.4,1210.95,1.55,1.55,3.1,19.355,1.0,0.5,0.2819,-0.2954,3.532,0.1819,-0.1905,0.018,0.2999,0.0046,0,0.0,sart_2,sart_2,unmarked
387,2025-08-08 16:13:36.339000,1210.95,1212.05,1213.65,1.1,1.6,2.7,22.222,0.6875,0.4074,0.2877,-0.2571,3.6039,0.2615,-0.1607,0.0046,0.2922,0.0351,0,0.0,sart_2,sart_2,unmarked
388,2025-08-08 16:13:38.950000,1213.65,1214.6,1217.15,0.95,2.55,3.5,17.143,0.3725,0.2714,0.3599,-0.3034,4.5095,0.3789,-0.119,0.0351,0.395,0.0917,1,0.35,sart_2,sart_2,unmarked
389,2025-08-08 16:13:42.432000,1217.15,1219.95,1223.35,2.8,3.4,6.2,9.677,0.8235,0.4516,0.5686,-0.5849,7.1241,0.2031,-0.172,0.0917,0.6603,0.0754,0,0.0,sart_2,sart_2,unmarked
390,2025-08-08 16:13:48.644000,1223.35,1224.2,1226.15,0.85,1.95,2.8,21.429,0.4359,0.3036,0.305,-0.2092,3.8217,0.3589,-0.1073,0.0754,0.3804,0.1712,0,0.0,sart_2,sart_2,unmarked
391,2025-08-08 16:13:51.430000,1226.15,1226.85,1228.65,0.7,1.8,2.5,24.0,0.3889,0.28,0.3663,-0.5039,4.5895,0.5233,-0.2799,0.1712,0.5375,0.0337,0,0.0,sart_2,sart_2,unmarked
392,2025-08-08 16:13:53.919000,1228.65,1230.15,1232.45,1.5,2.3,3.8,15.789,0.6522,0.3947,0.4542,-0.5109,5.6899,0.3028,-0.2222,0.0337,0.4878,-0.0231,0,0.0,sart_2,sart_2,unmarked
393,2025-08-08 16:13:57.729000,1232.45,1233.95,1235.85,1.5,1.9,3.4,17.647,0.7895,0.4412,0.4379,-0.4378,5.4863,0.2919,-0.2304,-0.0231,0.4148,-0.023,0,0.0,sart_2,sart_2,unmarked
394,2025-08-08 16:14:01.122000,1235.85,1236.95,1238.4,1.1,1.45,2.55,23.529,0.7586,0.4314,0.4098,-0.3763,5.1347,0.3726,-0.2595,-0.023,0.3868,0.0105,0,0.0,sart_2,sart_2,unmarked
395,2025-08-08 16:14:03.728000,1238.4,1239.65,1241.25,1.25,1.6,2.85,21.053,0.7813,0.4386,0.2938,-0.3081,3.6813,0.2351,-0.1925,0.0105,0.3044,-0.0037,1,0.4,sart_2,sart_2,unmarked
396,2025-08-08 16:14:06.553000,1241.25,1242.25,1243.45,1.0,1.2,2.2,27.273,0.8333,0.4545,0.2976,-0.2862,3.7284,0.2976,-0.2385,-0.0037,0.2939,0.0077,0,0.0,sart_2,sart_2,unmarked
397,2025-08-08 16:14:08.835000,1243.45,1245.05,1246.35,1.6,1.3,2.9,20.69,1.2308,0.5517,0.3342,-0.3323,4.1867,0.2089,-0.2556,0.0077,0.3418,0.0096,0,0.0,sart_2,sart_2,unmarked
398,2025-08-08 16:14:11.617000,1246.35,1247.75,1249.35,1.4,1.6,3.0,20.0,0.875,0.4667,0.3052,-0.3182,3.8239,0.218,-0.1989,0.0096,0.3148,-0.0034,1,0.55,sart_2,sart_2,unmarked
399,2025-08-08 16:14:14.619000,1249.35,1250.3,1251.65,0.95,1.35,2.3,26.087,0.7037,0.413,0.3221,-0.324,4.0354,0.3391,-0.24,-0.0034,0.3187,-0.0053,0,0.0,sart_2,sart_2,unmarked
400,2025-08-08 16:14:16.935000,1251.65,1253.0,1254.55,1.35,1.55,2.9,20.69,0.871,0.4655,0.3175,-0.3101,3.9771,0.2351,-0.2001,-0.0053,0.3122,0.0021,0,0.0,sart_2,sart_2,unmarked
401,2025-08-08 16:14:19.841000,1254.55,1255.45,1257.15,0.9,1.7,2.6,23.077,0.5294,0.3462,0.3089,-0.3053,3.8694,0.3432,-0.1796,0.0021,0.3109,0.0056,0,0.0,sart_2,sart_2,unmarked
402,2025-08-08 16:14:22.449000,1257.15,1260.9,1267.85,3.75,6.95,10.7,5.607,0.5396,0.3505,1.3346,-1.3402,16.7203,0.3559,-0.1928,0.0056,1.3402,-0.0,1,0.75,sart_2,sart_2,unmarked
403,2025-08-08 16:14:33.136000,1267.85,1268.75,1270.95,0.9,2.2,3.1,19.355,0.4091,0.2903,0.2592,-0.2521,3.2476,0.288,-0.1146,-0.0,0.2592,0.0071,1,0.6,sart_2,sart_2,unmarked
404,2025-08-08 16:14:36.338000,1270.95,1271.95,1274.15,1.0,2.2,3.2,18.75,0.4545,0.3125,0.2378,-0.244,2.9788,0.2378,-0.1109,0.0071,0.2448,0.0008,1,0.55,sart_2,sart_2,unmarked
405,2025-08-08 16:14:39.430000,1274.15,1275.05,1276.6,0.9,1.55,2.45,24.49,0.5806,0.3673,0.2291,-0.2339,2.8697,0.2545,-0.1509,0.0008,0.2299,-0.004,0,0.0,sart_2,sart_2,unmarked
406,2025-08-08 16:14:41.917000,1276.6,1278.15,1279.6,1.55,1.45,3.0,20.0,1.069,0.5167,0.2174,-0.2751,2.7231,0.1402,-0.1897,-0.004,0.2133,-0.0618,0,0.0,sart_2,sart_2,unmarked
407,2025-08-08 16:14:44.922000,1279.6,1281.1,1282.7,1.5,1.6,3.1,19.355,0.9375,0.4839,0.3475,-0.2827,4.3533,0.2317,-0.1767,-0.0618,0.2857,0.003,1,0.4,sart_2,sart_2,unmarked
408,2025-08-08 16:14:48.008000,1282.7,1283.95,1285.6,1.25,1.65,2.9,20.69,0.7576,0.431,0.3035,-0.3152,3.8022,0.2428,-0.1911,0.003,0.3065,-0.0087,0,0.0,sart_2,sart_2,unmarked
409,2025-08-08 16:14:50.949000,1285.6,1287.25,1288.75,1.65,1.5,3.15,19.048,1.1,0.5238,0.3123,-0.3035,3.9122,0.1893,-0.2023,-0.0087,0.3035,0.0,0,0.0,sart_2,sart_2,unmarked
410,2025-08-08 16:14:54.042000,1288.75,1290.25,1291.6,1.5,1.35,2.85,21.053,1.1111,0.5263,0.2336,-0.2377,2.9267,0.1557,-0.176,0.0,0.2336,-0.004,0,0.0,sart_2,sart_2,unmarked
411,2025-08-08 16:14:56.952000,1291.6,1292.85,1294.65,1.25,1.8,3.05,19.672,0.6944,0.4098,0.2238,-0.2378,2.8036,0.179,-0.1321,-0.004,0.2198,-0.0181,0,0.0,sart_2,sart_2,unmarked
412,2025-08-08 16:14:59.918000,1294.65,1295.8,1296.85,1.15,1.05,2.2,27.273,1.0952,0.5227,0.3059,-0.239,3.8328,0.266,-0.2277,-0.0181,0.2879,0.0488,0,0.0,sart_2,sart_2,unmarked
413,2025-08-08 16:15:02.141000,1296.85,1297.4,1299.35,0.55,1.95,2.5,24.0,0.2821,0.22,0.2942,-0.343,3.6864,0.535,-0.1759,0.0488,0.3431,0.0,1,0.4,sart_2,sart_2,unmarked
414,2025-08-08 16:15:04.628000,1299.35,1300.25,1302.3,0.9,2.05,2.95,20.339,0.439,0.3051,0.3021,-0.3114,3.7854,0.3357,-0.1519,0.0,0.3022,-0.0092,1,0.7,sart_2,sart_2,unmarked
415,2025-08-08 16:15:07.628000,1302.3,1303.15,1304.35,0.85,1.2,2.05,29.268,0.7083,0.4146,0.2942,-0.2845,3.6863,0.3462,-0.2371,-0.0092,0.2851,0.0005,0,0.0,sart_2,sart_2,unmarked
416,2025-08-08 16:15:09.734000,1304.35,1305.95,1307.65,1.6,1.7,3.3,18.182,0.9412,0.4848,0.2895,-0.2863,3.6272,0.1809,-0.1684,0.0005,0.2901,0.0038,0,0.0,sart_2,sart_2,unmarked
417,2025-08-08 16:15:13.028000,1307.65,1308.85,1310.5,1.2,1.65,2.85,21.053,0.7273,0.4211,0.2946,-0.2982,3.6914,0.2455,-0.1807,0.0038,0.2984,0.0003,1,0.3,sart_2,sart_2,unmarked
418,2025-08-08 16:15:15.820000,1310.5,1311.55,1312.95,1.05,1.4,2.45,24.49,0.75,0.4286,0.2886,-0.2878,3.6157,0.2749,-0.2056,0.0003,0.2889,0.0011,0,0.0,sart_2,sart_2,unmarked
419,2025-08-08 16:15:18.225000,1312.95,1314.35,1315.85,1.4,1.5,2.9,20.69,0.9333,0.4828,0.2846,-0.2826,3.5655,0.2033,-0.1884,0.0011,0.2856,0.003,0,0.0,sart_2,sart_2,unmarked
420,2025-08-08 16:15:21.126000,1315.85,1316.85,1318.35,1.0,1.5,2.5,24.0,0.6667,0.4,0.2857,-0.2702,3.5795,0.2857,-0.1801,0.003,0.2888,0.0185,0,0.0,sart_2,sart_2,unmarked
421,2025-08-08 16:15:23.624000,1318.35,1319.45,1320.95,1.1,1.5,2.6,23.077,0.7333,0.4231,0.2788,-0.3005,3.493,0.2535,-0.2004,0.0185,0.2974,-0.0032,0,0.0,sart_2,sart_2,unmarked
422,2025-08-08 16:15:26.229000,1320.95,1322.05,1323.3,1.1,1.25,2.35,25.532,0.88,0.4681,0.272,-0.2658,3.4081,0.2473,-0.2126,-0.0032,0.2688,0.003,0,0.0,sart_2,sart_2,unmarked
423,2025-08-08 16:15:28.631000,1323.3,1324.6,1325.85,1.3,1.25,2.55,23.529,1.04,0.5098,0.2928,-0.3018,3.6682,0.2252,-0.2414,0.003,0.2958,-0.0059,0,0.0,sart_2,sart_2,unmarked
424,2025-08-08 16:15:31.119000,1325.85,1327.0,1328.55,1.15,1.55,2.7,22.222,0.7419,0.4259,0.3014,-0.3263,3.7756,0.2621,-0.2105,-0.0059,0.2954,-0.0309,0,0.0,sart_2,sart_2,unmarked
425,2025-08-08 16:15:33.937000,1328.55,1329.45,1330.75,0.9,1.3,2.2,27.273,0.6923,0.4091,0.2542,-0.2701,3.1851,0.2825,-0.2078,-0.0309,0.2234,-0.0467,0,0.0,sart_2,sart_2,unmarked
426,2025-08-08 16:15:36.040000,1330.75,1331.75,1333.25,1.0,1.5,2.5,24.0,0.6667,0.4,0.2698,-0.3065,3.3806,0.2698,-0.2043,-0.0467,0.2231,-0.0833,0,0.0,sart_2,sart_2,unmarked
427,2025-08-08 16:15:38.534000,1333.25,1334.45,1335.9,1.2,1.45,2.65,22.642,0.8276,0.4528,0.4102,-0.3292,5.1394,0.3418,-0.227,-0.0833,0.3269,-0.0023,0,0.0,sart_2,sart_2,unmarked
428,2025-08-08 16:15:41.226000,1335.9,1337.25,1338.45,1.35,1.2,2.55,23.529,1.125,0.5294,0.6042,-0.5041,7.5698,0.4476,-0.4201,-0.0023,0.6019,0.0978,0,0.0,sart_2,sart_2,unmarked
429,2025-08-08 16:15:43.724000,1338.45,1340.15,1340.55,1.7,0.4,2.1,28.571,4.25,0.8095,0.6548,-0.2663,8.204,0.3852,-0.6658,0.0978,0.7527,0.4863,0,0.0,sart_2,sart_2,unmarked
430,2025-08-08 16:15:45.818000,1340.55,1341.05,1341.7,0.5,0.65,1.15,52.174,0.7692,0.4348,0.8089,-1.3544,10.1346,1.6179,-2.0836,0.4863,1.2953,-0.0591,0,0.0,sart_2,sart_2,unmarked
431,2025-08-08 16:15:47.025000,1341.7,1343.95,1344.85,2.25,0.9,3.15,19.048,2.5,0.7143,0.6698,-0.4203,8.3915,0.2977,-0.4669,-0.0591,0.6107,0.1905,1,0.8,sart_2,sart_2,unmarked
432,2025-08-08 16:15:50.232000,1344.85,1347.45,1350.75,2.6,3.3,5.9,10.169,0.7879,0.4407,1.2853,-1.201,16.1031,0.4944,-0.3639,0.1905,1.4758,0.2748,0,0.0,sart_2,sart_2,unmarked
433,2025-08-08 16:15:56.020000,1350.75,1351.7,1352.45,0.95,0.75,1.7,35.294,1.2667,0.5588,0.4384,-0.5553,5.4921,0.4614,-0.7404,0.2748,0.7131,0.1578,1,0.65,sart_2,sart_2,unmarked
434,2025-08-08 16:15:57.736000,1352.45,1353.1,1353.35,0.65,0.25,0.9,66.667,2.6,0.7222,0.81,-0.4765,10.1483,1.2462,-1.906,0.1578,0.9678,0.4913,0,0.0,sart_2,sart_2,unmarked
435,2025-08-08 16:15:58.638000,1353.35,1354.75,1359.05,1.4,4.3,5.7,10.526,0.3256,0.2456,1.7506,-2.2317,21.9324,1.2504,-0.519,0.4913,2.2419,0.0102,0,0.0,sart_2,sart_2,unmarked
436,2025-08-08 16:16:04.331000,1359.05,1360.75,1362.95,1.7,2.2,3.9,15.385,0.7727,0.4359,0.3996,-0.4278,5.006,0.235,-0.1945,0.0102,0.4098,-0.018,0,0.0,sart_2,sart_2,unmarked
437,2025-08-08 16:16:08.231000,1362.95,1364.15,1365.85,1.2,1.7,2.9,20.69,0.7059,0.4138,0.3334,-0.3299,4.1764,0.2778,-0.1941,-0.018,0.3154,-0.0145,0,0.0,sart_2,sart_2,unmarked
438,2025-08-08 16:16:11.140000,1365.85,1366.95,1368.65,1.1,1.7,2.8,21.429,0.6471,0.3929,0.418,-0.4172,5.2373,0.38,-0.2454,-0.0145,0.4035,-0.0137,0,0.0,sart_2,sart_2,unmarked
439,2025-08-08 16:16:13.929000,1368.65,1369.85,1373.85,1.2,4.0,5.2,11.538,0.3,0.2308,0.7989,-0.9364,10.0084,0.6657,-0.2341,-0.0137,0.7852,-0.1512,0,0.0,sart_2,sart_2,unmarked
440,2025-08-08 16:16:19.156000,1373.85,1375.0,1376.15,1.15,1.15,2.3,26.087,1.0,0.5,0.6119,-0.3979,7.6665,0.5321,-0.346,-0.1512,0.4607,0.0628,0,0.0,sart_2,sart_2,unmarked
441,2025-08-08 16:16:21.431000,1376.15,1377.15,1378.6,1.0,1.45,2.45,24.49,0.6897,0.4082,0.3546,-0.3768,4.4423,0.3546,-0.2599,0.0628,0.4174,0.0405,0,0.0,sart_2,sart_2,unmarked
442,2025-08-08 16:16:23.923000,1378.6,1379.65,1381.45,1.05,1.8,2.85,21.053,0.5833,0.3684,0.4201,-0.4492,5.2633,0.4001,-0.2496,0.0405,0.4606,0.0114,0,0.0,sart_2,sart_2,unmarked
443,2025-08-08 16:16:26.829000,1381.45,1382.65,1384.6,1.2,1.95,3.15,19.048,0.6154,0.381,0.3977,-0.3908,4.9829,0.3314,-0.2004,0.0114,0.4091,0.0183,1,0.3,sart_2,sart_2,unmarked
444,2025-08-08 16:16:29.917000,1384.6,1385.65,1387.25,1.05,1.6,2.65,22.642,0.6563,0.3962,0.3944,-0.4253,4.9407,0.3756,-0.2658,0.0183,0.4127,-0.0125,0,0.0,sart_2,sart_2,unmarked
445,2025-08-08 16:16:32.531000,1387.25,1388.75,1390.95,1.5,2.2,3.7,16.216,0.6818,0.4054,0.4689,-0.4673,5.8742,0.3126,-0.2124,-0.0125,0.4563,-0.011,0,0.0,task_1,task_1,physical_no_plants
446,2025-08-08 16:16:36.250000,1390.95,1392.25,1393.8,1.3,1.55,2.85,21.053,0.8387,0.4561,0.3954,-0.368,4.9535,0.3041,-0.2374,-0.011,0.3844,0.0164,0,0.0,task_1,task_1,physical_no_plants
447,2025-08-08 16:16:39.127000,1393.8,1394.85,1396.45,1.05,1.6,2.65,22.642,0.6562,0.3962,0.3932,-0.3901,4.9256,0.3744,-0.2438,0.0164,0.4095,0.0194,0,0.0,task_1,task_1,physical_no_plants
448,2025-08-08 16:16:41.747000,1396.45,1397.55,1399.15,1.1,1.6,2.7,22.222,0.6875,0.4074,0.4075,-0.4183,5.1047,0.3704,-0.2615,0.0194,0.4269,0.0086,0,0.0,task_1,task_1,physical_no_plants
449,2025-08-08 16:16:44.439000,1399.15,1400.3,1402.05,1.15,1.75,2.9,20.69,0.6571,0.3966,0.4152,-0.4247,5.2017,0.361,-0.2427,0.0086,0.4238,-0.0009,0,0.0,task_1,task_1,physical_no_plants
450,2025-08-08 16:16:47.327000,1402.05,1404.85,1407.95,2.8,3.1,5.9,10.169,0.9032,0.4746,1.3161,-1.3345,16.4888,0.47,-0.4305,-0.0009,1.3152,-0.0193,0,0.0,task_1,task_1,physical_no_plants
451,2025-08-08 16:16:53.236000,1407.95,1412.05,1414.6,4.1,2.55,6.65,9.023,1.6078,0.6165,0.2767,-0.2753,3.466,0.0675,-0.108,-0.0193,0.2574,-0.0179,0,0.0,task_1,task_1,physical_no_plants
452,2025-08-08 16:16:59.925000,1414.6,1416.55,1418.65,1.95,2.1,4.05,14.815,0.9286,0.4815,0.3087,-0.2899,3.8679,0.1583,-0.138,-0.0179,0.2908,0.0009,1,0.45,task_1,task_1,physical_no_plants
453,2025-08-08 16:17:04.034000,1418.65,1419.75,1421.85,1.1,2.1,3.2,18.75,0.5238,0.3437,0.3369,-0.3386,4.2207,0.3063,-0.1612,0.0009,0.3378,-0.0008,0,0.0,task_1,task_1,physical_no_plants
454,2025-08-08 16:17:07.121000,1421.85,1422.95,1424.85,1.1,1.9,3.0,20.0,0.5789,0.3667,0.3415,-0.3425,4.279,0.3105,-0.1802,-0.0008,0.3407,-0.0017,0,0.0,task_1,task_1,physical_no_plants
455,2025-08-08 16:17:10.117000,1424.85,1425.95,1427.85,1.1,1.9,3.0,20.0,0.5789,0.3667,0.3517,-0.3589,4.4063,0.3197,-0.1889,-0.0017,0.35,-0.0089,1,0.3,task_1,task_1,physical_no_plants
456,2025-08-08 16:17:13.238000,1427.85,1429.05,1430.95,1.2,1.9,3.1,19.355,0.6316,0.3871,0.3716,-0.3793,4.6554,0.3097,-0.1996,-0.0089,0.3627,-0.0167,0,0.0,task_1,task_1,physical_no_plants
457,2025-08-08 16:17:16.242000,1430.95,1432.05,1434.05,1.1,2.0,3.1,19.355,0.55,0.3548,0.3796,-0.3136,4.7556,0.3451,-0.1568,-0.0167,0.3629,0.0493,0,0.0,task_1,task_1,physical_no_plants
458,2025-08-08 16:17:19.328000,1434.05,1435.2,1437.0,1.15,1.8,2.95,20.339,0.6389,0.3898,0.2839,-0.3223,3.5574,0.2469,-0.179,0.0493,0.3333,0.011,0,0.0,task_1,task_1,physical_no_plants
459,2025-08-08 16:17:22.327000,1437.0,1438.05,1440.05,1.05,2.0,3.05,19.672,0.525,0.3443,0.2891,-0.318,3.6216,0.2753,-0.159,0.011,0.3001,-0.0179,0,0.0,task_1,task_1,physical_no_plants
460,2025-08-08 16:17:25.333000,1440.05,1441.3,1443.15,1.25,1.85,3.1,19.355,0.6757,0.4032,0.3604,-0.3574,4.5155,0.2883,-0.1932,-0.0179,0.3425,-0.0149,0,0.0,task_1,task_1,physical_no_plants
461,2025-08-08 16:17:28.422000,1443.15,1444.55,1446.25,1.4,1.7,3.1,19.355,0.8235,0.4516,0.3287,-0.3137,4.1183,0.2348,-0.1845,-0.0149,0.3138,0.0001,0,0.0,task_1,task_1,physical_no_plants
462,2025-08-08 16:17:31.637000,1446.25,1447.65,1449.35,1.4,1.7,3.1,19.355,0.8235,0.4516,0.328,-0.3205,4.1092,0.2343,-0.1885,0.0001,0.3281,0.0077,0,0.0,task_1,task_1,physical_no_plants
463,2025-08-08 16:17:34.626000,1449.35,1450.65,1452.65,1.3,2.0,3.3,18.182,0.65,0.3939,0.3131,-0.3301,3.9232,0.2409,-0.1651,0.0077,0.3208,-0.0093,1,0.55,task_1,task_1,physical_no_plants
464,2025-08-08 16:17:37.934000,1452.65,1453.75,1455.45,1.1,1.7,2.8,21.429,0.6471,0.3929,0.3908,-0.3816,4.8955,0.3552,-0.2244,-0.0093,0.3815,-0.0001,0,0.0,task_1,task_1,physical_no_plants
465,2025-08-08 16:17:40.717000,1455.45,1461.75,1464.45,6.3,2.7,9.0,6.667,2.3333,0.7,2.336,-2.2688,29.2665,0.3708,-0.8403,-0.0001,2.3359,0.0672,0,0.0,task_1,task_1,physical_no_plants
466,2025-08-08 16:17:49.726000,1464.45,1468.8,1471.55,4.35,2.75,7.1,8.451,1.5818,0.6127,0.2225,-0.3064,2.7877,0.0512,-0.1114,0.0672,0.2897,-0.0167,1,0.9,task_1,task_1,physical_no_plants
467,2025-08-08 16:17:56.837000,1471.55,1473.0,1475.05,1.45,2.05,3.5,17.143,0.7073,0.4143,0.3149,-0.3275,3.945,0.2172,-0.1597,-0.0167,0.2982,-0.0293,1,0.65,task_1,task_1,physical_no_plants
468,2025-08-08 16:18:00.342000,1475.05,1476.55,1478.65,1.5,2.1,3.6,16.667,0.7143,0.4167,0.3102,-0.2753,3.8863,0.2068,-0.1311,-0.0293,0.2809,0.0056,1,0.25,task_1,task_1,physical_no_plants
469,2025-08-08 16:18:04.063000,1478.65,1480.45,1482.35,1.8,1.9,3.7,16.216,0.9474,0.4865,0.4277,-0.3938,5.3581,0.2376,-0.2072,0.0056,0.4333,0.0395,0,0.0,task_1,task_1,physical_no_plants
470,2025-08-08 16:18:07.629000,1482.35,1483.35,1484.85,1.0,1.5,2.5,24.0,0.6667,0.4,0.3779,-0.3562,4.7347,0.3779,-0.2375,0.0395,0.4175,0.0612,0,0.0,task_1,task_1,physical_no_plants
471,2025-08-08 16:18:10.119000,1484.85,1486.05,1487.75,1.2,1.7,2.9,20.69,0.7059,0.4138,0.3591,-0.3569,4.4985,0.2992,-0.21,0.0612,0.4203,0.0634,0,0.0,task_1,task_1,physical_no_plants
472,2025-08-08 16:18:13.029000,1487.75,1489.05,1490.85,1.3,1.8,3.1,19.355,0.7222,0.4194,0.1809,-0.3393,2.267,0.1392,-0.1885,0.0634,0.2443,-0.0949,0,0.0,task_1,task_1,physical_no_plants
473,2025-08-08 16:18:16.117000,1490.85,1492.0,1494.25,1.15,2.25,3.4,17.647,0.5111,0.3382,0.4796,-0.3431,6.0086,0.417,-0.1525,-0.0949,0.3847,0.0416,0,0.0,task_1,task_1,physical_no_plants
474,2025-08-08 16:18:19.538000,1494.25,1495.65,1497.55,1.4,1.9,3.3,18.182,0.7368,0.4242,0.4482,-0.4796,5.6158,0.3202,-0.2524,0.0416,0.4899,0.0103,0,0.0,task_1,task_1,physical_no_plants
475,2025-08-08 16:18:22.843000,1497.55,1503.1,1505.85,5.55,2.75,8.3,7.229,2.0182,0.6687,0.8438,-0.9215,10.5717,0.152,-0.3351,0.0103,0.8541,-0.0674,0,0.0,task_1,task_1,physical_no_plants
476,2025-08-08 16:18:31.125000,1505.85,1507.65,1509.85,1.8,2.2,4.0,15.0,0.8182,0.45,0.4094,-0.4293,5.1293,0.2275,-0.1951,-0.0674,0.342,-0.0872,1,0.7,task_1,task_1,physical_no_plants
477,2025-08-08 16:18:35.137000,1509.85,1510.85,1512.55,1.0,1.7,2.7,22.222,0.5882,0.3704,0.3567,-0.3484,4.4686,0.3567,-0.205,-0.0872,0.2694,-0.079,0,0.0,task_1,task_1,physical_no_plants
478,2025-08-08 16:18:37.931000,1512.55,1516.25,1519.95,3.7,3.7,7.4,8.108,1.0,0.5,0.5715,-0.4571,7.1595,0.1544,-0.1235,-0.079,0.4925,0.0354,1,0.25,task_1_1,task_1_1,physical_no_plants
479,2025-08-08 16:18:45.220000,1519.95,1521.15,1523.95,1.2,2.8,4.0,15.0,0.4286,0.3,0.5044,-0.5173,6.3193,0.4203,-0.1848,0.0354,0.5398,0.0225,1,0.45,task_1_1,task_1_1,physical_no_plants
480,2025-08-08 16:18:49.329000,1523.95,1526.75,1530.95,2.8,4.2,7.0,8.571,0.6667,0.4,0.4034,-0.4152,5.0542,0.1441,-0.0989,0.0225,0.4259,0.0106,0,0.0,task_1_1,task_1_1,physical_no_plants
481,2025-08-08 16:18:56.237000,1530.95,1532.95,1536.35,2.0,3.4,5.4,11.111,0.5882,0.3704,0.2301,-0.2212,2.8823,0.115,-0.0651,0.0106,0.2407,0.0195,0,0.0,task_1_1,task_1_1,physical_no_plants
482,2025-08-08 16:19:01.627000,1536.35,1536.9,1539.25,0.55,2.35,2.9,20.69,0.234,0.1897,0.3143,-0.318,3.9381,0.5715,-0.1353,0.0195,0.3338,0.0158,0,0.0,task_1_1,task_1_1,physical_no_plants
483,2025-08-08 16:19:04.537000,1539.25,1539.95,1543.05,0.7,3.1,3.8,15.789,0.2258,0.1842,0.516,-0.5364,6.4644,0.7371,-0.173,0.0158,0.5318,-0.0047,0,0.0,task_1_1,task_1_1,physical_no_plants
484,2025-08-08 16:19:08.320000,1543.05,1543.65,1546.3,0.6,2.65,3.25,18.462,0.2264,0.1846,0.4712,-0.4779,5.9031,0.7853,-0.1804,-0.0047,0.4665,-0.0114,0,0.0,task_1_1,task_1_1,physical_no_plants
485,2025-08-08 16:19:11.621000,1546.3,1547.75,1550.25,1.45,2.5,3.95,15.19,0.58,0.3671,0.3173,-0.3379,3.975,0.2188,-0.1351,-0.0114,0.3058,-0.032,1,0.4,task_1_1,task_1_1,physical_no_plants
486,2025-08-08 16:19:15.517000,1550.25,1550.75,1552.65,0.5,1.9,2.4,25.0,0.2632,0.2083,0.3431,-0.3133,4.2982,0.6862,-0.1649,-0.032,0.3111,-0.0022,1,0.3,task_1_1,task_1_1,physical_no_plants
487,2025-08-08 16:19:17.923000,1552.65,1554.55,1556.35,1.9,1.8,3.7,16.216,1.0556,0.5135,0.1753,-0.1644,2.1963,0.0923,-0.0913,-0.0022,0.1731,0.0087,1,0.25,task_1_1,task_1_1,physical_no_plants
