breath,start_s,mid_s,peak_s,end_s,clock,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,n_holds,hold_dur_s,event_marker,phase,amp_local_median,amp_ratio,is_sigh,cv_cycle_w,succ_diff_w,autocorr1_w,arousal_index_z
816,2610.95,2612.4,2612.25,2613.85,2025-08-08 16:36:56.296000,1.3,1.6,2.9,20.69,0.8125,0.4483,0.3145,-0.2991,3.94016,0.2419,0,0.0,sart_4,sart_4,3.87192,1.018,0,0.0917,0.35,-0.3986,-0.9628
817,2613.85,2615.25,2614.85,2616.65,2025-08-08 16:36:59.119000,1.0,1.8,2.8,21.429,0.5556,0.3571,0.3166,-0.3195,3.96688,0.3166,0,0.0,sart_4,sart_4,3.87192,1.025,0,0.1045,0.369,-0.5468,-0.8814
818,2616.65,2618.025,2617.7,2619.4,2025-08-08 16:37:02.003000,1.05,1.7,2.75,21.818,0.6176,0.3818,0.3438,-0.3339,4.30704,0.3274,0,0.0,sart_4,sart_4,3.94016,1.093,0,0.1064,0.3786,-0.2546,-0.8541
819,2619.4,2620.75,2620.45,2622.1,2025-08-08 16:37:04.696000,1.05,1.65,2.7,22.222,0.6364,0.3889,0.3348,-0.3382,4.19405,0.3188,0,0.0,sart_4,sart_4,3.94016,1.064,0,0.1035,0.3786,-0.2342,-0.8415
820,2622.1,2623.55,2623.25,2625.0,2025-08-08 16:37:07.404000,1.15,1.75,2.9,20.69,0.6571,0.3966,0.3246,-0.3225,4.0661,0.2822,0,0.0,sart_4,sart_4,3.94016,1.032,0,0.1021,0.3667,-0.2248,-0.9292
821,2625.0,2626.375,2626.2,2627.75,2025-08-08 16:37:10.279000,1.2,1.55,2.75,21.818,0.7742,0.4364,0.3193,-0.3222,4.00029,0.2661,0,0.0,sart_4,sart_4,3.94016,1.015,0,0.1005,0.3429,-0.1476,-0.8731
822,2627.75,2629.075,2628.9,2630.4,2025-08-08 16:37:13.103000,1.15,1.5,2.65,22.642,0.7667,0.434,0.2949,-0.2991,3.69509,0.2565,0,0.0,sart_4,sart_4,3.94016,0.938,0,0.0948,0.3143,-0.0772,-0.8468
823,2630.4,2631.7,2631.3,2633.0,2025-08-08 16:37:15.686000,0.9,1.7,2.6,23.077,0.5294,0.3462,0.289,-0.2782,3.62132,0.3212,0,0.0,sart_4,sart_4,3.94016,0.919,0,0.0926,0.281,-0.0659,-0.8302
824,2633.0,2634.375,2634.1,2635.75,2025-08-08 16:37:18.293000,1.1,1.65,2.75,21.818,0.6667,0.4,0.3319,-0.3401,4.15845,0.3017,0,0.0,sart_4,sart_4,3.96688,1.048,0,0.0926,0.269,-0.0704,-0.8986
825,2635.75,2637.4,2637.25,2639.05,2025-08-08 16:37:21.082000,1.5,1.8,3.3,18.182,0.8333,0.4545,0.32,-0.306,4.00847,0.2133,0,0.0,sart_4,sart_4,3.96688,1.01,0,0.0924,0.2667,-0.0454,-1.0967
826,2639.05,2640.35,2640.3,2641.65,2025-08-08 16:37:24.407000,1.25,1.35,2.6,23.077,0.9259,0.4808,0.3091,-0.2992,3.87192,0.2472,0,0.0,sart_4,sart_4,3.97658,0.974,0,0.0879,0.2476,-0.0481,-0.8454
827,2641.65,2643.475,2643.45,2645.3,2025-08-08 16:37:26.986000,1.8,1.85,3.65,16.438,0.973,0.4932,0.2186,-0.2327,2.73928,0.1215,0,0.0,sart_4,sart_4,3.97658,0.689,0,0.0879,0.2333,-0.0489,-1.2059
828,2645.3,2646.9,2646.7,2648.5,2025-08-08 16:37:30.587000,1.4,1.8,3.2,18.75,0.7778,0.4375,0.3174,-0.3053,3.97658,0.2267,0,0.0,sart_4,sart_4,3.97845,1.0,0,0.0883,0.2381,-0.0641,-1.0791
829,2648.5,2649.825,2649.7,2651.15,2025-08-08 16:37:33.796000,1.2,1.45,2.65,22.642,0.8276,0.4528,0.3194,-0.3398,4.00108,0.2661,0,0.0,sart_4,sart_4,3.97658,1.006,0,0.0898,0.2571,-0.1307,-0.8629
830,2651.15,2652.7,2652.65,2654.25,2025-08-08 16:37:36.502000,1.5,1.6,3.1,19.355,0.9375,0.4839,0.2971,-0.3021,3.72252,0.1981,0,0.0,sart_4,sart_4,3.97658,0.936,0,0.328,0.4857,-0.271,-0.2737
831,2654.25,2655.775,2655.45,2657.3,2025-08-08 16:37:39.588000,1.2,1.85,3.05,19.672,0.6486,0.3934,0.2976,-0.296,3.72872,0.248,0,0.0,sart_4,sart_4,3.97658,0.938,0,0.3623,0.7738,-0.4303,-0.1459
832,2657.3,2658.775,2658.6,2660.25,2025-08-08 16:37:42.587000,1.3,1.65,2.95,20.339,0.7879,0.4407,0.3078,-0.3043,3.85607,0.2368,0,0.0,sart_4,sart_4,3.92499,0.982,0,0.3701,0.8119,-0.3361,-0.0845
833,2660.25,2661.725,2661.6,2663.2,2025-08-08 16:37:45.591000,1.35,1.6,2.95,20.339,0.8437,0.4576,0.3118,-0.3136,3.90641,0.231,0,0.0,sart_4,sart_4,3.97658,0.982,0,0.3718,0.9143,-0.3757,-0.0791
834,2663.2,2664.65,2664.55,2666.1,2025-08-08 16:37:48.590000,1.35,1.55,2.9,20.69,0.871,0.4655,0.324,-0.3182,4.05861,0.24,0,0.0,sart_4,sart_4,3.97658,1.021,0,0.3718,1.0,-0.3985,-0.06
835,2666.1,2667.55,2667.3,2669.0,2025-08-08 16:37:51.376000,1.2,1.7,2.9,20.69,0.7059,0.4138,0.3176,-0.3145,3.97845,0.2646,0,0.0,sart_4,sart_4,3.97658,1.0,0,0.3735,0.9929,-0.3824,-0.0545
836,2669.0,2670.475,2670.25,2671.95,2025-08-08 16:37:54.290000,1.25,1.7,2.95,20.339,0.7353,0.4237,0.3254,-0.3247,4.07642,0.2603,0,0.0,sart_4,sart_4,3.97658,1.025,0,0.3795,1.0595,-0.3925,-0.0543
837,2671.95,2673.4,2673.15,2674.85,2025-08-08 16:37:57.287000,1.2,1.7,2.9,20.69,0.7059,0.4138,0.3012,-0.3447,3.77349,0.251,0,0.0,sart_4,sart_4,3.97658,0.949,0,0.3795,1.119,-0.3993,-0.0352
838,2674.85,2676.4,2676.4,2677.95,2025-08-08 16:38:00.206000,1.55,1.55,3.1,19.355,1.0,0.5,0.3184,-0.3265,3.98845,0.2054,0,0.0,sart_4,sart_4,3.97658,1.003,0,0.3921,1.0881,-0.3756,-0.0671
839,2677.95,2679.275,2679.25,2680.6,2025-08-08 16:38:03.296000,1.3,1.35,2.65,22.642,0.963,0.4906,0.3133,-0.2808,3.92499,0.241,0,0.0,sart_4,sart_4,3.92499,1.0,0,0.3917,1.119,-0.3758,0.1101
840,2680.6,2684.35,2684.05,2688.1,2025-08-08 16:38:05.896000,3.45,4.05,7.5,8.0,0.8519,0.46,1.0527,-1.0051,13.18816,0.3051,0,0.0,sart_4,sart_4,3.92499,3.36,1,0.3861,1.1,-0.3753,-0.703
841,2688.1,2688.725,2688.45,2689.35,2025-08-08 16:38:13.398000,0.35,0.9,1.25,48.0,0.3889,0.28,0.4406,-0.4681,5.52048,1.259,1,0.5,sart_4,sart_4,3.97845,1.388,0,0.3845,1.081,-0.3707,1.4639
842,2689.35,2690.45,2690.25,2691.55,2025-08-08 16:38:14.689000,0.9,1.3,2.2,27.273,0.6923,0.4091,0.2346,-0.2481,2.93936,0.2607,0,0.0,sart_4,sart_4,3.97845,0.739,0,0.4164,1.1833,-0.3713,0.4412
843,2691.55,2693.775,2693.65,2696.0,2025-08-08 16:38:16.883000,2.1,2.35,4.45,13.483,0.8936,0.4719,0.5083,-0.523,6.36778,0.242,0,0.0,sart_4,sart_4,3.97845,1.601,0,0.4235,1.2286,-0.31,-0.2847
844,2696.0,2697.3,2697.5,2698.6,2025-08-08 16:38:21.290000,1.5,1.1,2.6,23.077,1.3636,0.5769,0.2177,-0.1856,2.72765,0.1451,0,0.0,sart_4,sart_4,3.98845,0.684,0,0.4433,1.3857,-0.3332,0.3
845,2698.6,2699.9,2699.5,2701.2,2025-08-08 16:38:23.867000,0.9,1.7,2.6,23.077,0.5294,0.3462,0.3451,-0.3905,4.32403,0.3835,0,0.0,stressor_test_2,stressor_test_2,3.97845,1.087,0,0.4547,1.5524,-0.3707,0.3368
846,2701.2,2703.475,2702.1,2705.75,2025-08-08 16:38:26.485000,0.9,3.65,4.55,13.187,0.2466,0.1978,0.3577,-0.3104,4.48082,0.3974,1,0.8,stressor_test_2,stressor_test_2,3.98845,1.123,0,0.4538,1.5952,-0.363,-0.2031
847,2705.75,2707.05,2706.65,2708.35,2025-08-08 16:38:31.096000,0.9,1.7,2.6,23.077,0.5294,0.3462,0.1629,-0.2241,2.04094,0.181,0,0.0,stressor_test_2,stressor_test_2,3.92499,0.52,0,0.4771,1.6619,-0.3478,0.409
848,2708.35,2709.45,2709.25,2710.55,2025-08-08 16:38:33.713000,0.9,1.3,2.2,27.273,0.6923,0.4091,0.2401,-0.2091,3.0082,0.2668,0,0.0,stressor_test_2,stressor_test_2,3.92499,0.766,0,0.4818,1.7048,-0.3154,0.652
849,2710.55,2712.2,2712.45,2713.85,2025-08-08 16:38:35.906000,1.9,1.4,3.3,18.182,1.3571,0.5758,0.3045,-0.2992,3.81471,0.1603,0,0.0,stressor_test_2,stressor_test_2,3.81471,1.0,0,0.4909,1.7048,-0.3025,0.1877
850,2713.85,2715.575,2715.4,2717.3,2025-08-08 16:38:39.201000,1.55,1.9,3.45,17.391,0.8158,0.4493,0.3357,-0.3112,4.20524,0.2166,0,0.0,stressor_test_2,stressor_test_2,3.81471,1.102,0,0.486,1.781,-0.3726,0.1289
851,2717.3,2719.05,2718.3,2720.8,2025-08-08 16:38:42.596000,1.0,2.5,3.5,17.143,0.4,0.2857,0.4168,-0.3564,5.22193,0.4168,1,0.45,stressor_test_2,stressor_test_2,3.81471,1.369,0,0.3892,1.5881,-0.1635,-0.1965
852,2720.8,2721.45,2721.15,2722.1,2025-08-08 16:38:46.099000,0.35,0.95,1.3,46.154,0.3684,0.2692,0.1378,-0.1363,1.72672,0.3938,0,0.0,stressor_test_2,stressor_test_2,3.81471,0.453,0,0.5072,1.5429,-0.0617,1.7591
853,2722.1,2723.275,2722.8,2724.45,2025-08-08 16:38:47.390000,0.7,1.65,2.35,25.532,0.4242,0.2979,0.2676,-0.3418,3.35274,0.3823,0,0.0,stressor_test_2,stressor_test_2,3.91863,0.856,0,0.4914,1.7,0.1112,0.5884
854,2724.45,2727.275,2725.6,2730.1,2025-08-08 16:38:49.796000,1.15,4.5,5.65,10.619,0.2556,0.2035,0.4046,-0.4014,5.06929,0.3518,0,0.0,stressor_test_2,stressor_test_2,3.81471,1.329,0,0.5269,1.75,0.0764,-0.107
855,2730.1,2731.15,2730.95,2732.2,2025-08-08 16:38:55.486000,0.85,1.25,2.1,28.571,0.68,0.4048,0.2166,-0.2495,2.71392,0.2548,0,0.0,stressor_test_2,stressor_test_2,3.91863,0.693,0,0.5229,1.8595,-0.0076,0.8549
856,2732.2,2733.7,2734.4,2735.2,2025-08-08 16:38:57.473000,2.2,0.8,3.0,20.0,2.75,0.7333,0.3475,-0.2115,4.35403,0.158,0,0.0,stressor_test_2,stressor_test_2,3.81471,1.141,0,0.5119,1.8905,0.0525,0.3541
857,2735.2,2735.975,2735.75,2736.75,2025-08-08 16:39:00.496000,0.55,1.0,1.55,38.71,0.55,0.3548,0.1681,-0.1896,2.10646,0.3057,0,0.0,stressor_test_2,stressor_test_2,3.81471,0.552,0,0.512,1.831,0.0818,1.3703
858,2736.75,2738.0,2737.1,2739.25,2025-08-08 16:39:02.086000,0.35,2.15,2.5,24.0,0.1628,0.14,0.1592,-0.2339,1.99465,0.4549,0,0.0,stressor_test_2,stressor_test_2,3.91863,0.509,0,0.5061,1.8167,0.0824,0.5526
859,2739.25,2740.4,2740.2,2741.55,2025-08-08 16:39:04.614000,0.95,1.35,2.3,26.087,0.7037,0.413,0.2511,-0.2614,3.14525,0.2643,0,0.0,stressor_test_2,stressor_test_2,4.14062,0.76,0,0.486,1.8405,0.1078,0.6011
860,2741.55,2743.725,2743.5,2745.9,2025-08-08 16:39:06.886000,1.95,2.4,4.35,13.793,0.8125,0.4483,0.3128,-0.2532,3.91863,0.1604,0,0.0,stressor_test_2,stressor_test_2,4.14062,0.946,0,0.488,1.8714,0.0936,-0.06
861,2745.9,2747.675,2746.9,2749.45,2025-08-08 16:39:11.178000,1.0,2.55,3.55,16.901,0.3922,0.2817,0.4086,-0.4727,5.11849,0.4086,0,0.0,stressor_test_2,stressor_test_2,3.91863,1.306,0,0.5032,1.9048,0.1052,0.1577
862,2749.45,2753.875,2756.5,2758.3,2025-08-08 16:39:14.783000,7.05,1.8,8.85,6.78,3.9167,0.7966,1.7309,-1.6062,21.68556,0.2455,1,0.6,stressor_test_2,stressor_test_2,3.61793,5.994,1,0.5009,1.9786,0.098,-0.3992
863,2758.3,2760.6,2759.6,2762.9,2025-08-08 16:39:23.572000,1.3,3.3,4.6,13.043,0.3939,0.2826,0.4433,-0.5606,5.55412,0.341,0,0.0,stressor_test_2,stressor_test_2,3.61793,1.535,0,0.4699,1.9119,0.0439,-0.1591
864,2762.9,2763.55,2763.25,2764.2,2025-08-08 16:39:28.187000,0.35,0.95,1.3,46.154,0.3684,0.2692,0.213,-0.2383,2.66898,0.6087,0,0.0,stressor_test_2,stressor_test_2,3.61793,0.738,0,0.4607,1.8643,0.1024,1.6092
865,2764.2,2766.925,2767.45,2769.65,2025-08-08 16:39:29.478000,3.25,2.2,5.45,11.009,1.4773,0.5963,0.4409,-0.3929,5.5239,0.1357,0,0.0,stressor_test_2,stressor_test_2,3.61793,1.527,0,0.4569,1.7548,0.159,-0.3114
866,2769.65,2772.05,2770.95,2774.45,2025-08-08 16:39:34.997000,1.3,3.5,4.8,12.5,0.3714,0.2708,0.2888,-0.3112,3.61793,0.2221,1,1.45,stressor_test_2,stressor_test_2,3.61793,1.0,0,0.4525,1.6643,0.1311,-0.2446
867,2774.45,2776.5,2776.8,2778.55,2025-08-08 16:39:39.806000,2.35,1.75,4.1,14.634,1.3429,0.5732,0.3305,-0.3184,4.14062,0.1406,0,0.0,stressor_test_2,stressor_test_2,3.61793,1.144,0,0.4592,1.6286,0.1351,-0.1072
868,2778.55,2781.425,2780.05,2784.3,2025-08-08 16:39:43.876000,1.5,4.25,5.75,10.435,0.3529,0.2609,0.8125,-0.8411,10.17913,0.5417,0,0.0,stressor_test_2,stressor_test_2,3.91863,2.598,1,0.4254,1.669,0.0591,-0.4441
869,2784.3,2786.725,2786.85,2789.15,2025-08-08 16:39:49.576000,2.55,2.3,4.85,12.371,1.1087,0.5258,0.3499,-0.3665,4.38375,0.1372,0,0.0,stressor_test_2,stressor_test_2,3.95023,1.11,0,0.4244,1.7167,0.0585,-0.3422
870,2789.15,2790.7,2790.0,2792.25,2025-08-08 16:39:54.500000,0.85,2.25,3.1,19.355,0.3778,0.2742,0.1887,-0.198,2.36354,0.2219,1,0.65,stressor_test_2,stressor_test_2,4.14062,0.571,0,0.4031,1.8238,0.0688,-0.0316
871,2792.25,2793.375,2793.1,2794.5,2025-08-08 16:39:57.596000,0.85,1.4,2.25,26.667,0.6071,0.3778,0.245,-0.1826,3.06883,0.2882,0,0.0,stressor_test_2,stressor_test_2,4.38375,0.7,0,0.4027,1.7357,0.0718,0.3641
872,2794.5,2796.425,2795.2,2798.35,2025-08-08 16:39:59.784000,0.7,3.15,3.85,15.584,0.2222,0.1818,0.2695,-0.2979,3.37599,0.385,0,0.0,stressor_test_2,stressor_test_2,4.38375,0.77,0,0.4148,1.831,0.1609,-0.1987
873,2798.35,2799.875,2799.15,2801.4,2025-08-08 16:40:03.709000,0.8,2.25,3.05,19.672,0.3556,0.2623,0.1863,-0.2312,2.33372,0.2328,0,0.0,stressor_test_2,stressor_test_2,4.38375,0.532,0,0.4011,1.6238,0.3661,-0.0209
874,2801.4,2802.9,2802.6,2804.4,2025-08-08 16:40:06.683000,1.2,1.8,3.0,20.0,0.6667,0.4,0.2445,-0.2487,3.06256,0.2037,1,0.4,stressor_test_2,stressor_test_2,4.38375,0.699,0,0.4006,1.5762,0.4054,-0.0047
875,2804.4,2806.4,2805.6,2808.4,2025-08-08 16:40:09.678000,1.2,2.8,4.0,15.0,0.4286,0.3,0.3153,-0.2565,3.95023,0.2628,1,0.55,stressor_test_2,stressor_test_2,4.44561,0.889,0,0.388,1.569,0.451,-0.3168
876,2808.4,2809.575,2809.3,2810.75,2025-08-08 16:40:13.698000,0.9,1.45,2.35,25.532,0.6207,0.383,0.2496,-0.221,3.12739,0.2774,0,0.0,stressor_test_2,stressor_test_2,4.44561,0.703,0,0.393,1.4571,0.4476,0.2712
877,2810.75,2812.0,2811.15,2813.25,2025-08-08 16:40:16.103000,0.4,2.1,2.5,24.0,0.1905,0.16,0.3717,-0.4802,4.65706,0.9293,0,0.0,stressor_test_2,stressor_test_2,4.44561,1.048,0,0.4161,1.4905,0.4552,0.2625
878,2813.25,2815.65,2814.5,2818.05,2025-08-08 16:40:18.533000,1.25,3.55,4.8,12.5,0.3521,0.2604,0.6455,-0.1911,8.08654,0.5164,0,0.0,stressor_test_2,stressor_test_2,4.65706,1.736,0,0.4156,1.6143,0.4,-0.3636
879,2818.05,2821.425,2819.35,2824.8,2025-08-08 16:40:23.391000,1.3,5.45,6.75,8.889,0.2385,0.1926,0.9693,-1.4269,12.14369,0.7456,0,0.0,stressor_test_2,stressor_test_2,4.44561,2.732,1,0.4322,1.6833,0.3375,-0.5061
880,2824.8,2826.95,2827.5,2829.1,2025-08-08 16:40:30.081000,2.7,1.6,4.3,13.953,1.6875,0.6279,1.2055,-0.9667,15.1032,0.4465,0,0.0,stressor_test_2,stressor_test_2,4.65706,3.243,1,0.4338,1.7167,0.3456,-0.226
881,2829.1,2831.35,2830.15,2833.6,2025-08-08 16:40:34.367000,1.05,3.45,4.5,13.333,0.3043,0.2333,0.4817,-0.6116,6.03518,0.4588,1,0.7,stressor_test_2,stressor_test_2,4.65706,1.296,0,0.4391,1.7,0.3218,-0.2426
882,2833.6,2837.25,2837.1,2840.9,2025-08-08 16:40:38.900000,3.5,3.8,7.3,8.219,0.9211,0.4795,0.5572,-0.7626,6.9805,0.1592,1,1.55,stressor_test_2,stressor_test_2,4.65706,1.499,0,0.4357,1.6714,0.3496,-0.5312
883,2840.9,2845.025,2844.8,2849.15,2025-08-08 16:40:46.188000,3.9,4.35,8.25,7.273,0.8966,0.4727,0.6505,-0.6177,8.14959,0.1668,1,1.65,stressor_test_2,stressor_test_2,6.03518,1.35,0,0.4336,1.7333,0.3042,-0.5894
884,2849.15,2851.65,2852.4,2854.15,2025-08-08 16:40:54.499000,3.25,1.75,5.0,12.0,1.8571,0.65,1.154,-0.7416,14.45833,0.3551,0,0.0,stressor_test_2,stressor_test_2,6.04998,2.39,1,0.439,1.8238,0.2517,-0.3153
885,2854.15,2855.075,2854.7,2856.0,2025-08-08 16:40:59.485000,0.55,1.3,1.85,32.432,0.4231,0.2973,0.3548,-0.5946,4.44561,0.6452,0,0.0,stressor_test_2,stressor_test_2,6.04998,0.735,0,0.4477,1.8333,0.2821,0.8222
886,2856.0,2857.825,2856.7,2859.65,2025-08-08 16:41:01.280000,0.7,2.95,3.65,16.438,0.2373,0.1918,0.6334,-0.5574,7.93608,0.9049,1,0.45,stressor_test_2,stressor_test_2,6.04998,1.312,0,0.448,1.8595,0.2837,-0.0453
887,2859.65,2860.8,2860.45,2861.95,2025-08-08 16:41:05,0.8,1.5,2.3,26.087,0.5333,0.3478,0.2863,-0.2953,3.58688,0.3579,0,0.0,stressor_test_2,stressor_test_2,6.11867,0.586,0,0.433,1.8024,0.2504,0.4303
888,2861.95,2864.75,2863.9,2867.55,2025-08-08 16:41:07.314000,1.95,3.65,5.6,10.714,0.5342,0.3482,0.4829,-0.5342,6.04998,0.2476,0,0.0,stressor_test_2,stressor_test_2,6.474,0.935,0,0.4204,1.9333,0.2384,-0.4451
889,2867.55,2868.8,2868.3,2870.05,2025-08-08 16:41:12.889000,0.75,1.75,2.5,24.0,0.4286,0.3,0.2466,-0.2372,3.08941,0.3288,1,0.7,stressor_test_2,stressor_test_2,6.11867,0.505,0,0.4345,1.9905,0.1721,0.3218
890,2870.05,2872.1,2871.05,2874.15,2025-08-08 16:41:15.317000,1.0,3.1,4.1,14.634,0.3226,0.2439,0.4884,-0.5064,6.11867,0.4884,0,0.0,stressor_test_2,stressor_test_2,6.04998,1.011,0,0.4335,1.9048,0.1883,-0.19
891,2874.15,2875.5,2875.05,2876.85,2025-08-08 16:41:19.495000,0.9,1.8,2.7,22.222,0.5,0.3333,0.2255,-0.3255,2.82552,0.2506,1,0.4,stressor_test_2,stressor_test_2,6.04998,0.467,0,0.4345,1.8357,0.1845,0.2253
892,2876.85,2878.075,2877.9,2879.3,2025-08-08 16:41:22.193000,1.05,1.4,2.45,24.49,0.75,0.4286,0.3396,-0.3121,4.25427,0.3234,0,0.0,stressor_test_2,stressor_test_2,6.11867,0.695,0,0.4489,1.8905,0.1716,0.3948
893,2879.3,2881.975,2880.55,2884.65,2025-08-08 16:41:24.588000,1.25,4.1,5.35,11.215,0.3049,0.2336,0.5558,-0.6154,6.9627,0.4446,2,0.85,stressor_test_2,stressor_test_2,6.11867,1.138,0,0.4227,1.8786,-0.1958,-0.4105
894,2884.65,2885.975,2885.6,2887.3,2025-08-08 16:41:29.990000,0.95,1.7,2.65,22.642,0.5588,0.3585,0.5167,-0.499,6.474,0.5439,0,0.0,stressor_test_2,stressor_test_2,6.11867,1.058,0,0.3498,1.8929,-0.4372,-0.0249
895,2887.3,2888.5,2888.2,2889.7,2025-08-08 16:41:32.572000,0.9,1.5,2.4,25.0,0.6,0.375,0.4333,-0.9493,5.42877,0.4815,1,0.3,stressor_test_2,stressor_test_2,6.04998,0.897,0,0.3621,1.8238,-0.3957,0.1428
896,2889.7,2891.675,2890.4,2893.65,2025-08-08 16:41:34.972000,0.7,3.25,3.95,15.19,0.2154,0.1772,0.458,-0.4363,5.73856,0.6544,1,0.75,stressor_test_2,stressor_test_2,6.04998,0.949,0,0.337,1.769,-0.4256,-0.4708
897,2893.65,2895.4,2895.15,2897.15,2025-08-08 16:41:38.986000,1.5,2.0,3.5,17.143,0.75,0.4286,0.9002,-0.651,11.27847,0.6002,0,0.0,stressor_test_2,stressor_test_2,5.73856,1.965,0,0.3431,1.7452,-0.4448,-0.3451
898,2897.15,2900.35,2900.7,2903.55,2025-08-08 16:41:42.496000,3.55,2.85,6.4,9.375,1.2456,0.5547,1.334,-0.852,16.71301,0.3758,1,0.35,stressor_test_2,stressor_test_2,6.04998,2.762,1,0.3368,1.8024,-0.4133,-0.7872
899,2903.55,2905.0,2904.65,2906.45,2025-08-08 16:41:48.889000,1.1,1.8,2.9,20.69,0.6111,0.3793,0.3815,-0.4302,4.77923,0.3468,0,0.0,stressor_test_2,stressor_test_2,5.73856,0.833,0,0.3315,1.769,-0.3934,-0.1899
900,2906.45,2907.975,2907.95,2909.5,2025-08-08 16:41:51.796000,1.5,1.55,3.05,19.672,0.9677,0.4918,0.3884,-0.3861,4.8657,0.2589,0,0.0,stressor_test_2,stressor_test_2,5.73856,0.848,0,0.3256,1.6238,-0.3551,-0.2642
901,2909.5,2911.525,2910.3,2913.55,2025-08-08 16:41:54.797000,0.8,3.25,4.05,14.815,0.2462,0.1975,0.5841,-0.6234,7.31788,0.7301,0,0.0,stressor_test_2,stressor_test_2,5.73856,1.275,0,0.3255,1.6024,-0.3527,-0.5282
902,2913.55,2914.9,2914.6,2916.25,2025-08-08 16:41:58.883000,1.05,1.65,2.7,22.222,0.6364,0.3889,0.5559,-0.3592,6.96404,0.5294,0,0.0,stressor_test_2,stressor_test_2,5.73856,1.214,0,0.3209,1.5833,-0.418,-0.1409
903,2916.25,2918.875,2917.85,2921.5,2025-08-08 16:42:01.583000,1.6,3.65,5.25,11.429,0.4384,0.3048,0.8348,-0.8224,10.45849,0.5217,0,0.0,stressor_test_2,stressor_test_2,5.73856,1.822,0,0.3146,1.581,-0.342,-0.7472
904,2921.5,2923.5,2922.65,2925.5,2025-08-08 16:42:06.801000,1.15,2.85,4.0,15.0,0.4035,0.2875,0.594,-0.6056,7.44223,0.5165,1,0.35,stressor_test_2,stressor_test_2,5.57521,1.335,0,0.3119,1.4524,-0.2609,-0.562
905,2925.5,2926.6,2926.5,2927.7,2025-08-08 16:42:10.792000,1.0,1.2,2.2,27.273,0.8333,0.4545,0.386,-0.6082,4.83652,0.386,0,0.0,stressor_test_2,stressor_test_2,5.42877,0.891,0,0.3057,1.3476,-0.2982,0.0844
906,2927.7,2929.8,2929.25,2931.9,2025-08-08 16:42:12.981000,1.55,2.65,4.2,14.286,0.5849,0.369,0.3897,-0.4942,4.88242,0.2514,0,0.0,stressor_test_2,stressor_test_2,5.32706,0.917,0,0.3193,1.4,-0.2355,-0.577
907,2931.9,2933.35,2933.05,2934.8,2025-08-08 16:42:17.176000,1.15,1.75,2.9,20.69,0.6571,0.3966,0.3609,-0.3357,4.52123,0.3138,0,0.0,stressor_test_2,stressor_test_2,4.98969,0.906,0,0.3322,1.3548,-0.1441,-0.1876
908,2934.8,2937.525,2936.9,2940.25,2025-08-08 16:42:20.096000,2.1,3.35,5.45,11.009,0.6269,0.3853,0.5788,-0.5398,7.25132,0.2756,1,0.5,stressor_test_2,stressor_test_2,4.97854,1.457,0,0.3324,1.419,-0.2161,-0.7127
909,2940.25,2941.675,2941.2,2943.1,2025-08-08 16:42:25.585000,0.95,1.9,2.85,21.053,0.5,0.3333,0.3484,-0.3897,4.36427,0.3667,1,0.6,stressor_test_2,stressor_test_2,4.88242,0.894,0,0.2824,1.3024,-0.1677,-0.3284
910,2943.1,2944.55,2944.4,2946.0,2025-08-08 16:42:28.369000,1.3,1.6,2.9,20.69,0.8125,0.4483,0.3983,-0.3684,4.98969,0.3064,1,0.3,stressor_test_2,stressor_test_2,4.97854,1.002,0,0.2896,1.1905,-0.1362,-0.3249
911,2946.0,2948.025,2947.55,2950.05,2025-08-08 16:42:31.283000,1.55,2.5,4.05,14.815,0.62,0.3827,0.6172,-0.5947,7.73305,0.3982,0,0.0,stressor_test_2,stressor_test_2,4.97854,1.553,0,0.3018,1.3095,-0.2,-0.6046
912,2950.05,2951.575,2950.8,2953.1,2025-08-08 16:42:35.391000,0.75,2.3,3.05,19.672,0.3261,0.2459,0.4252,-0.4627,5.32706,0.5669,0,0.0,stressor_test_2,stressor_test_2,4.88242,1.091,0,0.3025,1.3071,-0.1655,-0.3386
913,2953.1,2954.525,2954.55,2955.95,2025-08-08 16:42:38.386000,1.45,1.4,2.85,21.053,1.0357,0.5088,0.445,-0.4014,5.57521,0.3069,0,0.0,stressor_test_2,stressor_test_2,4.83652,1.153,0,0.3012,1.2619,-0.1068,-0.2678
914,2955.95,2957.275,2957.75,2958.6,2025-08-08 16:42:41.300000,1.8,0.85,2.65,22.642,2.1176,0.6792,0.3974,-0.2382,4.97854,0.2208,1,0.7,stressor_test_2,stressor_test_2,4.7951,1.038,0,0.2815,1.1548,-0.1993,-0.245
915,2958.6,2960.175,2959.45,2961.75,2025-08-08 16:42:43.877000,0.85,2.3,3.15,19.048,0.3696,0.2698,0.3827,-0.6024,4.7951,0.4503,0,0.0,stressor_test_2,stressor_test_2,4.53917,1.056,0,0.2798,1.1238,-0.1628,-0.4457
916,2961.75,2962.65,2962.55,2963.55,2025-08-08 16:42:47.091000,0.8,1.0,1.8,33.333,0.8,0.4444,0.3623,-0.3353,4.53917,0.4529,0,0.0,stressor_test_2,stressor_test_2,4.52123,1.004,0,0.2679,1.0738,-0.1156,0.2916
